StockItemTransactionID,StockItemID,CustomerID,InvoiceID,TransactionOccurredWhen,Quantity
45992,116,879,9641,2013-07-04 12:00:00.0000000,-10.000
45999,130,919,9643,2013-07-04 12:00:00.0000000,-10.000
46002,41,953,9644,2013-07-04 12:00:00.0000000,-10.000
46005,32,43,9645,2013-07-04 12:00:00.0000000,-10.000
46006,47,43,9645,2013-07-04 12:00:00.0000000,-10.000
46011,116,568,9646,2013-07-04 12:00:00.0000000,-10.000
46060,157,586,9656,2013-07-04 12:00:00.0000000,-10.000
46079,7,474,9660,2013-07-04 12:00:00.0000000,-10.000
46109,111,863,9669,2013-07-04 12:00:00.0000000,-10.000
46160,1,45,9680,2013-07-04 12:00:00.0000000,-10.000
47836,75,951,10030,2013-07-11 12:00:00.0000000,-10.000
47861,204,161,10035,2013-07-11 12:00:00.0000000,-10.000
47865,57,950,10036,2013-07-11 12:00:00.0000000,-10.000
47890,68,549,10042,2013-07-11 12:00:00.0000000,-10.000
47893,11,549,10042,2013-07-11 12:00:00.0000000,-10.000
47894,8,549,10042,2013-07-11 12:00:00.0000000,-10.000
47901,137,178,10044,2013-07-11 12:00:00.0000000,-10.000
47922,32,458,10049,2013-07-11 12:00:00.0000000,-10.000
47941,120,480,10054,2013-07-11 12:00:00.0000000,-10.000
47945,173,84,10055,2013-07-11 12:00:00.0000000,-10.000
47972,12,467,10061,2013-07-11 12:00:00.0000000,-10.000
47978,27,523,10062,2013-07-11 12:00:00.0000000,-10.000
47981,23,536,10063,2013-07-11 12:00:00.0000000,-10.000
47995,112,72,10067,2013-07-11 12:00:00.0000000,-10.000
48010,47,503,10071,2013-07-11 12:00:00.0000000,-10.000
48017,215,922,10072,2013-07-11 12:00:00.0000000,-10.000
48026,37,16,10074,2013-07-11 12:00:00.0000000,-10.000
48033,35,185,10075,2013-07-11 12:00:00.0000000,-10.000
48046,68,494,10079,2013-07-11 12:00:00.0000000,-10.000
48054,167,560,10081,2013-07-11 12:00:00.0000000,-10.000
48069,158,415,10084,2013-07-11 12:00:00.0000000,-10.000
48078,34,521,10086,2013-07-11 12:00:00.0000000,-10.000
48120,210,455,10095,2013-07-11 12:00:00.0000000,-10.000
48149,46,512,10103,2013-07-11 12:00:00.0000000,-10.000
48155,134,936,10104,2013-07-11 12:00:00.0000000,-10.000
48169,215,50,10107,2013-07-11 12:00:00.0000000,-10.000
52053,108,495,10924,2013-07-26 12:00:00.0000000,-10.000
52054,111,495,10924,2013-07-26 12:00:00.0000000,-10.000
52058,36,495,10925,2013-07-26 12:00:00.0000000,-10.000
52079,111,858,10930,2013-07-26 12:00:00.0000000,-10.000
52080,64,858,10930,2013-07-26 12:00:00.0000000,-10.000
52081,63,858,10930,2013-07-26 12:00:00.0000000,-10.000
52105,53,948,10936,2013-07-26 12:00:00.0000000,-10.000
52107,1,948,10936,2013-07-26 12:00:00.0000000,-10.000
52165,49,59,10949,2013-07-26 12:00:00.0000000,-10.000
52167,167,59,10949,2013-07-26 12:00:00.0000000,-10.000
52168,32,59,10949,2013-07-26 12:00:00.0000000,-10.000
52210,43,132,10960,2013-07-26 12:00:00.0000000,-10.000
52224,26,984,10963,2013-07-26 12:00:00.0000000,-10.000
52228,215,489,10964,2013-07-26 12:00:00.0000000,-10.000
52283,128,869,10972,2013-07-27 12:00:00.0000000,-10.000
52289,12,148,10973,2013-07-27 12:00:00.0000000,-10.000
52294,203,490,10974,2013-07-27 12:00:00.0000000,-10.000
52348,219,138,10987,2013-07-27 12:00:00.0000000,-10.000
52393,151,476,10997,2013-07-27 12:00:00.0000000,-10.000
53881,114,424,11314,2013-08-03 12:00:00.0000000,-10.000
53888,165,872,11316,2013-08-03 12:00:00.0000000,-10.000
53923,217,467,11324,2013-08-03 12:00:00.0000000,-10.000
53925,33,467,11324,2013-08-03 12:00:00.0000000,-10.000
53947,28,991,11329,2013-08-03 12:00:00.0000000,-10.000
53987,160,45,11338,2013-08-03 12:00:00.0000000,-10.000
58217,32,531,12231,2013-08-22 12:00:00.0000000,-10.000
58239,32,870,12236,2013-08-22 12:00:00.0000000,-10.000
58255,211,1001,12239,2013-08-22 12:00:00.0000000,-10.000
58287,7,504,12246,2013-08-22 12:00:00.0000000,-10.000
58306,166,1012,12251,2013-08-22 12:00:00.0000000,-10.000
58320,151,916,12254,2013-08-22 12:00:00.0000000,-10.000
58325,65,167,12255,2013-08-22 12:00:00.0000000,-10.000
58336,73,823,12258,2013-08-22 12:00:00.0000000,-10.000
68584,7,944,14402,2013-10-04 12:00:00.0000000,-10.000
68602,168,13,14407,2013-10-04 12:00:00.0000000,-10.000
68605,68,13,14407,2013-10-04 12:00:00.0000000,-10.000
68608,48,514,14408,2013-10-04 12:00:00.0000000,-10.000
68609,1,514,14408,2013-10-04 12:00:00.0000000,-10.000
68621,9,178,14411,2013-10-04 12:00:00.0000000,-10.000
68649,165,823,14418,2013-10-04 12:00:00.0000000,-10.000
68664,22,192,14421,2013-10-04 12:00:00.0000000,-10.000
70086,51,439,14712,2013-10-11 12:00:00.0000000,-10.000
70087,46,439,14712,2013-10-11 12:00:00.0000000,-10.000
70120,168,931,14720,2013-10-11 12:00:00.0000000,-10.000
70133,23,136,14723,2013-10-11 12:00:00.0000000,-10.000
70141,64,102,14725,2013-10-11 12:00:00.0000000,-10.000
70193,47,540,14737,2013-10-11 12:00:00.0000000,-10.000
70197,23,505,14738,2013-10-11 12:00:00.0000000,-10.000
70200,75,505,14738,2013-10-11 12:00:00.0000000,-10.000
70231,40,100,14746,2013-10-11 12:00:00.0000000,-10.000
70239,60,524,14748,2013-10-11 12:00:00.0000000,-10.000
70259,107,936,14753,2013-10-11 12:00:00.0000000,-10.000
70265,117,837,14754,2013-10-11 12:00:00.0000000,-10.000
75258,21,568,15783,2013-11-01 12:00:00.0000000,-10.000
75295,172,517,15791,2013-11-01 12:00:00.0000000,-10.000
75314,37,92,15796,2013-11-01 12:00:00.0000000,-10.000
75335,218,509,15801,2013-11-01 12:00:00.0000000,-10.000
75344,176,425,15803,2013-11-01 12:00:00.0000000,-10.000
75362,168,1004,15807,2013-11-01 12:00:00.0000000,-10.000
75363,160,1004,15807,2013-11-01 12:00:00.0000000,-10.000
75364,59,1004,15807,2013-11-01 12:00:00.0000000,-10.000
76084,153,866,15956,2013-11-06 12:00:00.0000000,-10.000
76109,70,567,15960,2013-11-06 12:00:00.0000000,-10.000
76117,18,466,15962,2013-11-06 12:00:00.0000000,-10.000
76143,167,925,15968,2013-11-06 12:00:00.0000000,-10.000
76147,66,967,15969,2013-11-06 12:00:00.0000000,-10.000
76158,168,989,15971,2013-11-06 12:00:00.0000000,-10.000
76169,13,40,15973,2013-11-06 12:00:00.0000000,-10.000
76175,167,933,15974,2013-11-06 12:00:00.0000000,-10.000
76196,170,553,15979,2013-11-06 12:00:00.0000000,-10.000
76222,158,906,15986,2013-11-06 12:00:00.0000000,-10.000
76240,155,968,15990,2013-11-06 12:00:00.0000000,-10.000
76249,44,947,15992,2013-11-06 12:00:00.0000000,-10.000
76250,132,947,15992,2013-11-06 12:00:00.0000000,-10.000
76281,127,160,15999,2013-11-06 12:00:00.0000000,-10.000
76320,16,941,16008,2013-11-06 12:00:00.0000000,-10.000
76352,52,940,16015,2013-11-06 12:00:00.0000000,-10.000
76362,114,133,16018,2013-11-06 12:00:00.0000000,-10.000
76367,118,148,16019,2013-11-06 12:00:00.0000000,-10.000
76397,50,837,16026,2013-11-06 12:00:00.0000000,-10.000
76404,210,41,16027,2013-11-06 12:00:00.0000000,-10.000
76408,2,517,16028,2013-11-06 12:00:00.0000000,-10.000
76410,53,940,16029,2013-11-06 12:00:00.0000000,-10.000
76428,2,189,16033,2013-11-06 12:00:00.0000000,-10.000
88781,174,459,18600,2013-12-28 12:00:00.0000000,-10.000
88807,23,1016,18607,2013-12-28 12:00:00.0000000,-10.000
88843,67,63,18614,2013-12-28 12:00:00.0000000,-10.000
88844,21,63,18614,2013-12-28 12:00:00.0000000,-10.000
88846,44,63,18614,2013-12-28 12:00:00.0000000,-10.000
94245,135,451,19740,2014-01-20 12:00:00.0000000,-10.000
94275,216,863,19747,2014-01-20 12:00:00.0000000,-10.000
94278,108,451,19748,2014-01-20 12:00:00.0000000,-10.000
94344,108,185,19763,2014-01-20 12:00:00.0000000,-10.000
94453,165,817,19786,2014-01-20 12:00:00.0000000,-10.000
94462,43,932,19788,2014-01-20 12:00:00.0000000,-10.000
96449,131,981,20198,2014-01-28 12:00:00.0000000,-10.000
96452,219,496,20199,2014-01-28 12:00:00.0000000,-10.000
96472,63,401,20203,2014-01-28 12:00:00.0000000,-10.000
96548,162,176,20221,2014-01-28 12:00:00.0000000,-10.000
96560,216,474,20224,2014-01-28 12:00:00.0000000,-10.000
96568,22,901,20226,2014-01-28 12:00:00.0000000,-10.000
96578,215,892,20228,2014-01-28 12:00:00.0000000,-10.000
96635,120,915,20240,2014-01-28 12:00:00.0000000,-10.000
96648,25,926,20243,2014-01-28 12:00:00.0000000,-10.000
96650,168,103,20244,2014-01-28 12:00:00.0000000,-10.000
97822,14,444,20489,2014-02-01 12:00:00.0000000,-10.000
97824,154,444,20489,2014-02-01 12:00:00.0000000,-10.000
97832,75,168,20492,2014-02-01 12:00:00.0000000,-10.000
110483,20,802,23127,2014-03-25 12:00:00.0000000,-10.000
110489,37,59,23129,2014-03-25 12:00:00.0000000,-10.000
110500,65,975,23131,2014-03-25 12:00:00.0000000,-10.000
110502,2,975,23131,2014-03-25 12:00:00.0000000,-10.000
110506,130,487,23132,2014-03-25 12:00:00.0000000,-10.000
110525,171,129,23136,2014-03-25 12:00:00.0000000,-10.000
110526,118,129,23136,2014-03-25 12:00:00.0000000,-10.000
110551,168,802,23141,2014-03-25 12:00:00.0000000,-10.000
110556,124,115,23142,2014-03-25 12:00:00.0000000,-10.000
110561,47,513,23143,2014-03-25 12:00:00.0000000,-10.000
110581,158,818,23147,2014-03-25 12:00:00.0000000,-10.000
110590,120,170,23149,2014-03-25 12:00:00.0000000,-10.000
110606,52,88,23152,2014-03-25 12:00:00.0000000,-10.000
110614,210,83,23154,2014-03-25 12:00:00.0000000,-10.000
110621,133,591,23156,2014-03-25 12:00:00.0000000,-10.000
110624,131,591,23156,2014-03-25 12:00:00.0000000,-10.000
110627,204,990,23157,2014-03-25 12:00:00.0000000,-10.000
110632,205,879,23158,2014-03-25 12:00:00.0000000,-10.000
110634,171,420,23159,2014-03-25 12:00:00.0000000,-10.000
110654,152,188,23164,2014-03-25 12:00:00.0000000,-10.000
110655,125,188,23164,2014-03-25 12:00:00.0000000,-10.000
110660,107,867,23165,2014-03-25 12:00:00.0000000,-10.000
110673,105,433,23169,2014-03-25 12:00:00.0000000,-10.000
110687,112,1027,23172,2014-03-25 12:00:00.0000000,-10.000
110693,74,954,23173,2014-03-25 12:00:00.0000000,-10.000
110764,170,593,23189,2014-03-25 12:00:00.0000000,-10.000
110769,132,601,23190,2014-03-25 12:00:00.0000000,-10.000
110784,68,479,23194,2014-03-25 12:00:00.0000000,-10.000
110796,213,1017,23197,2014-03-25 12:00:00.0000000,-10.000
110809,3,991,23199,2014-03-25 12:00:00.0000000,-10.000
110820,33,14,23201,2014-03-25 12:00:00.0000000,-10.000
110831,121,449,23203,2014-03-25 12:00:00.0000000,-10.000
120230,114,472,25174,2014-05-01 12:00:00.0000000,-10.000
120262,66,809,25181,2014-05-01 12:00:00.0000000,-10.000
120274,64,957,25184,2014-05-01 12:00:00.0000000,-10.000
120300,51,1001,25189,2014-05-01 12:00:00.0000000,-10.000
120311,67,913,25191,2014-05-01 12:00:00.0000000,-10.000
120315,13,157,25192,2014-05-01 12:00:00.0000000,-10.000
120363,132,984,25203,2014-05-01 12:00:00.0000000,-10.000
120433,175,410,25219,2014-05-01 12:00:00.0000000,-10.000
120440,24,874,25221,2014-05-01 12:00:00.0000000,-10.000
120442,176,874,25221,2014-05-01 12:00:00.0000000,-10.000
120479,159,152,25230,2014-05-01 12:00:00.0000000,-10.000
120487,160,92,25232,2014-05-01 12:00:00.0000000,-10.000
120498,161,530,25235,2014-05-01 12:00:00.0000000,-10.000
120499,12,530,25235,2014-05-01 12:00:00.0000000,-10.000
120517,13,993,25239,2014-05-01 12:00:00.0000000,-10.000
120549,121,488,25246,2014-05-01 12:00:00.0000000,-10.000
120579,66,855,25253,2014-05-01 12:00:00.0000000,-10.000
120583,73,995,25254,2014-05-01 12:00:00.0000000,-10.000
120584,109,995,25254,2014-05-01 12:00:00.0000000,-10.000
120705,168,504,25275,2014-05-02 12:00:00.0000000,-10.000
120712,123,938,25276,2014-05-02 12:00:00.0000000,-10.000
120784,212,181,25291,2014-05-02 12:00:00.0000000,-10.000
120795,167,587,25293,2014-05-02 12:00:00.0000000,-10.000
120802,162,42,25295,2014-05-02 12:00:00.0000000,-10.000
120808,69,834,25296,2014-05-02 12:00:00.0000000,-10.000
120815,70,513,25297,2014-05-02 12:00:00.0000000,-10.000
120817,135,973,25298,2014-05-02 12:00:00.0000000,-10.000
120846,9,983,25304,2014-05-02 12:00:00.0000000,-10.000
120851,109,187,25305,2014-05-02 12:00:00.0000000,-10.000
120857,15,864,25306,2014-05-02 12:00:00.0000000,-10.000
120875,64,593,25310,2014-05-02 12:00:00.0000000,-10.000
120890,118,807,25313,2014-05-02 12:00:00.0000000,-10.000
120915,120,141,25319,2014-05-02 12:00:00.0000000,-10.000
120919,53,141,25319,2014-05-02 12:00:00.0000000,-10.000
120932,18,546,25322,2014-05-02 12:00:00.0000000,-10.000
120940,111,891,25323,2014-05-02 12:00:00.0000000,-10.000
120952,160,110,25326,2014-05-02 12:00:00.0000000,-10.000
120963,25,405,25328,2014-05-02 12:00:00.0000000,-10.000
120967,152,2,25329,2014-05-02 12:00:00.0000000,-10.000
120968,155,2,25329,2014-05-02 12:00:00.0000000,-10.000
123209,50,415,25796,2014-05-10 12:00:00.0000000,-10.000
123215,34,127,25797,2014-05-10 12:00:00.0000000,-10.000
123219,113,157,25798,2014-05-10 12:00:00.0000000,-10.000
123234,112,854,25801,2014-05-10 12:00:00.0000000,-10.000
123260,172,99,25807,2014-05-10 12:00:00.0000000,-10.000
123263,103,99,25807,2014-05-10 12:00:00.0000000,-10.000
126843,126,526,26560,2014-05-26 12:00:00.0000000,-10.000
126854,155,181,26563,2014-05-26 12:00:00.0000000,-10.000
126867,41,37,26566,2014-05-26 12:00:00.0000000,-10.000
126868,26,37,26566,2014-05-26 12:00:00.0000000,-10.000
126934,29,979,26581,2014-05-26 12:00:00.0000000,-10.000
126959,16,492,26586,2014-05-26 12:00:00.0000000,-10.000
126960,62,492,26586,2014-05-26 12:00:00.0000000,-10.000
126990,159,915,26593,2014-05-26 12:00:00.0000000,-10.000
127003,45,809,26596,2014-05-26 12:00:00.0000000,-10.000
127008,151,501,26597,2014-05-26 12:00:00.0000000,-10.000
127028,153,1029,26602,2014-05-26 12:00:00.0000000,-10.000
127031,120,816,26603,2014-05-26 12:00:00.0000000,-10.000
127042,157,925,26605,2014-05-26 12:00:00.0000000,-10.000
127111,67,69,26620,2014-05-26 12:00:00.0000000,-10.000
127125,67,943,26622,2014-05-26 12:00:00.0000000,-10.000
127138,123,97,26625,2014-05-26 12:00:00.0000000,-10.000
127140,120,189,26626,2014-05-26 12:00:00.0000000,-10.000
127157,134,113,26629,2014-05-26 12:00:00.0000000,-10.000
127165,110,983,26631,2014-05-26 12:00:00.0000000,-10.000
128944,102,1024,26995,2014-06-02 12:00:00.0000000,-10.000
128964,152,1016,26999,2014-06-02 12:00:00.0000000,-10.000
128978,73,819,27002,2014-06-02 12:00:00.0000000,-10.000
128979,33,819,27002,2014-06-02 12:00:00.0000000,-10.000
129011,123,596,27010,2014-06-02 12:00:00.0000000,-10.000
129023,52,929,27013,2014-06-02 12:00:00.0000000,-10.000
129050,203,80,27019,2014-06-02 12:00:00.0000000,-10.000
129067,67,20,27024,2014-06-02 12:00:00.0000000,-10.000
129110,69,441,27034,2014-06-02 12:00:00.0000000,-10.000
129112,158,441,27034,2014-06-02 12:00:00.0000000,-10.000
129133,132,874,27039,2014-06-02 12:00:00.0000000,-10.000
129143,63,37,27042,2014-06-02 12:00:00.0000000,-10.000
129166,209,197,27046,2014-06-02 12:00:00.0000000,-10.000
129168,165,197,27046,2014-06-02 12:00:00.0000000,-10.000
129198,158,1023,27052,2014-06-02 12:00:00.0000000,-10.000
129210,28,548,27055,2014-06-02 12:00:00.0000000,-10.000
129223,55,957,27059,2014-06-02 12:00:00.0000000,-10.000
129242,115,897,27064,2014-06-02 12:00:00.0000000,-10.000
129246,174,465,27065,2014-06-02 12:00:00.0000000,-10.000
129252,14,1020,27066,2014-06-02 12:00:00.0000000,-10.000
129290,121,1029,27074,2014-06-02 12:00:00.0000000,-10.000
129302,57,438,27077,2014-06-02 12:00:00.0000000,-10.000
129335,165,996,27085,2014-06-02 12:00:00.0000000,-10.000
139422,150,862,29202,2014-07-08 12:00:00.0000000,-10.000
139423,52,862,29202,2014-07-08 12:00:00.0000000,-10.000
139428,5,940,29203,2014-07-08 12:00:00.0000000,-10.000
139430,119,940,29203,2014-07-08 12:00:00.0000000,-10.000
139440,14,856,29205,2014-07-08 12:00:00.0000000,-10.000
139459,36,878,29209,2014-07-08 12:00:00.0000000,-10.000
139462,112,878,29209,2014-07-08 12:00:00.0000000,-10.000
139464,105,196,29210,2014-07-08 12:00:00.0000000,-10.000
139478,33,812,29213,2014-07-08 12:00:00.0000000,-10.000
139499,72,954,29219,2014-07-08 12:00:00.0000000,-10.000
139506,214,910,29220,2014-07-08 12:00:00.0000000,-10.000
139570,215,480,29237,2014-07-08 12:00:00.0000000,-10.000
139628,104,884,29250,2014-07-08 12:00:00.0000000,-10.000
139643,114,927,29254,2014-07-08 12:00:00.0000000,-10.000
139665,63,412,29259,2014-07-08 12:00:00.0000000,-10.000
139694,54,968,29265,2014-07-08 12:00:00.0000000,-10.000
139708,35,873,29268,2014-07-08 12:00:00.0000000,-10.000
139713,165,543,29269,2014-07-08 12:00:00.0000000,-10.000
139719,37,846,29270,2014-07-08 12:00:00.0000000,-10.000
139724,21,561,29271,2014-07-08 12:00:00.0000000,-10.000
139729,120,914,29273,2014-07-08 12:00:00.0000000,-10.000
139731,165,914,29273,2014-07-08 12:00:00.0000000,-10.000
139750,42,465,29277,2014-07-08 12:00:00.0000000,-10.000
139751,162,465,29277,2014-07-08 12:00:00.0000000,-10.000
139754,45,61,29278,2014-07-08 12:00:00.0000000,-10.000
139757,20,68,29279,2014-07-08 12:00:00.0000000,-10.000
142372,165,576,29825,2014-07-17 12:00:00.0000000,-10.000
142382,214,584,29827,2014-07-17 12:00:00.0000000,-10.000
142444,44,849,29841,2014-07-17 12:00:00.0000000,-10.000
142468,217,561,29847,2014-07-17 12:00:00.0000000,-10.000
142470,165,429,29848,2014-07-17 12:00:00.0000000,-10.000
144374,75,478,30241,2014-07-24 12:00:00.0000000,-10.000
144431,219,599,30255,2014-07-24 12:00:00.0000000,-10.000
144434,103,537,30256,2014-07-24 12:00:00.0000000,-10.000
144447,50,405,30258,2014-07-24 12:00:00.0000000,-10.000
144483,163,159,30265,2014-07-24 12:00:00.0000000,-10.000
144516,130,125,30272,2014-07-24 12:00:00.0000000,-10.000
144517,171,125,30272,2014-07-24 12:00:00.0000000,-10.000
144527,25,178,30275,2014-07-24 12:00:00.0000000,-10.000
144542,164,417,30279,2014-07-24 12:00:00.0000000,-10.000
144570,133,841,30286,2014-07-24 12:00:00.0000000,-10.000
144598,17,506,30292,2014-07-24 12:00:00.0000000,-10.000
144624,45,892,30297,2014-07-24 12:00:00.0000000,-10.000
150987,126,469,31637,2014-08-19 12:00:00.0000000,-10.000
150992,68,523,31638,2014-08-19 12:00:00.0000000,-10.000
151002,108,827,31640,2014-08-19 12:00:00.0000000,-10.000
151011,73,97,31642,2014-08-19 12:00:00.0000000,-10.000
151014,163,97,31642,2014-08-19 12:00:00.0000000,-10.000
151026,11,953,31644,2014-08-19 12:00:00.0000000,-10.000
151040,130,185,31647,2014-08-19 12:00:00.0000000,-10.000
151107,132,479,31663,2014-08-19 12:00:00.0000000,-10.000
151114,9,164,31664,2014-08-19 12:00:00.0000000,-10.000
151124,48,523,31667,2014-08-19 12:00:00.0000000,-10.000
151128,111,1003,31668,2014-08-19 12:00:00.0000000,-10.000
151140,31,191,31672,2014-08-19 12:00:00.0000000,-10.000
151144,113,191,31672,2014-08-19 12:00:00.0000000,-10.000
151181,43,484,31681,2014-08-19 12:00:00.0000000,-10.000
151197,135,142,31685,2014-08-19 12:00:00.0000000,-10.000
151205,155,555,31686,2014-08-19 12:00:00.0000000,-10.000
151214,151,428,31688,2014-08-19 12:00:00.0000000,-10.000
151224,158,473,31690,2014-08-19 12:00:00.0000000,-10.000
151251,127,914,31697,2014-08-19 12:00:00.0000000,-10.000
151280,44,69,31703,2014-08-19 12:00:00.0000000,-10.000
151282,165,572,31704,2014-08-19 12:00:00.0000000,-10.000
151311,49,523,31710,2014-08-19 12:00:00.0000000,-10.000
151321,67,956,31712,2014-08-19 12:00:00.0000000,-10.000
151322,55,956,31712,2014-08-19 12:00:00.0000000,-10.000
157817,213,882,33061,2014-09-16 12:00:00.0000000,-10.000
157835,217,46,33065,2014-09-16 12:00:00.0000000,-10.000
157854,173,991,33070,2014-09-16 12:00:00.0000000,-10.000
157857,72,948,33071,2014-09-16 12:00:00.0000000,-10.000
157882,32,488,33076,2014-09-16 12:00:00.0000000,-10.000
157922,75,48,33084,2014-09-16 12:00:00.0000000,-10.000
157947,21,27,33090,2014-09-16 12:00:00.0000000,-10.000
157953,172,484,33092,2014-09-16 12:00:00.0000000,-10.000
