OrderID,CustomerID,OrderDate,ExpectedDeliveryDate,CustomerPurchaseOrderNumber,IsUndersupplyBackordered,PickingCompletedWhen
54,529,2013-01-01,2013-01-02,10941,1,2013-01-02 11:00:00.0000000
55,473,2013-01-01,2013-01-02,16374,1,2013-01-02 11:00:00.0000000
56,870,2013-01-01,2013-01-02,17521,1,2013-01-02 11:00:00.0000000
57,414,2013-01-01,2013-01-02,10690,1,2013-01-02 11:00:00.0000000
58,910,2013-01-01,2013-01-02,10255,1,2013-01-02 11:00:00.0000000
59,949,2013-01-01,2013-01-02,16825,1,2013-01-02 11:00:00.0000000
60,973,2013-01-01,2013-01-02,12227,1,2013-01-02 11:00:00.0000000
61,884,2013-01-01,2013-01-02,16793,1,2013-01-02 11:00:00.0000000
62,173,2013-01-01,2013-01-02,12467,1,2013-01-02 11:00:00.0000000
63,189,2013-01-01,2013-01-02,11503,1,2013-01-02 11:00:00.0000000
64,497,2013-01-01,2013-01-02,17783,1,2013-01-02 11:00:00.0000000
65,484,2013-01-01,2013-01-02,13042,1,2013-01-02 11:00:00.0000000
66,89,2013-01-01,2013-01-02,10411,1,2013-01-02 11:00:00.0000000
67,148,2013-01-01,2013-01-02,15084,1,2013-01-02 11:00:00.0000000
68,972,2013-01-01,2013-01-02,11389,1,2013-01-02 11:00:00.0000000
69,567,2013-01-01,2013-01-02,12559,1,2013-01-02 11:00:00.0000000
70,92,2013-01-01,2013-01-02,19457,1,2013-01-02 11:00:00.0000000
71,811,2013-01-01,2013-01-02,18468,1,2013-01-02 11:00:00.0000000
72,10,2013-01-01,2013-01-02,14486,1,2013-01-02 11:00:00.0000000
73,431,2013-01-01,2013-01-02,18036,1,2013-01-02 11:00:00.0000000
74,908,2013-01-01,2013-01-02,13079,1,2013-01-02 11:00:00.0000000
75,995,2013-01-01,2013-01-02,19402,1,2013-01-02 11:00:00.0000000
76,910,2013-01-01,2013-01-02,15267,1,2013-01-02 11:00:00.0000000
77,545,2013-01-01,2013-01-02,12781,1,2013-01-02 11:00:00.0000000
78,1000,2013-01-01,2013-01-02,17334,1,2013-01-02 11:00:00.0000000
79,415,2013-01-01,2013-01-02,16645,1,2013-01-02 11:00:00.0000000
80,543,2013-01-02,2013-01-03,17591,1,2013-01-02 12:00:00.0000000
81,456,2013-01-02,2013-01-03,14618,1,2013-01-02 12:00:00.0000000
82,487,2013-01-02,2013-01-03,19857,1,2013-01-02 11:00:00.0000000
83,154,2013-01-02,2013-01-03,17849,1,2013-01-02 11:00:00.0000000
84,111,2013-01-02,2013-01-03,10947,1,2013-01-02 11:00:00.0000000
85,569,2013-01-02,2013-01-03,11610,1,2013-01-03 11:00:00.0000000
86,585,2013-01-02,2013-01-03,11610,1,2013-01-02 11:00:00.0000000
87,128,2013-01-02,2013-01-03,14853,1,2013-01-02 12:00:00.0000000
88,473,2013-01-02,2013-01-03,10821,1,2013-01-02 11:00:00.0000000
89,58,2013-01-02,2013-01-03,15491,1,2013-01-02 11:00:00.0000000
90,586,2013-01-02,2013-01-03,14474,1,2013-01-02 12:00:00.0000000
91,910,2013-01-02,2013-01-03,10079,1,2013-01-02 11:00:00.0000000
92,82,2013-01-02,2013-01-03,11612,1,2013-01-02 11:00:00.0000000
93,3,2013-01-02,2013-01-03,11991,1,2013-01-02 11:00:00.0000000
94,857,2013-01-02,2013-01-03,19321,1,2013-01-02 12:00:00.0000000
95,453,2013-01-02,2013-01-03,10210,1,2013-01-02 12:00:00.0000000
96,457,2013-01-02,2013-01-03,14970,1,2013-01-02 11:00:00.0000000
97,107,2013-01-02,2013-01-03,17468,1,2013-01-02 11:00:00.0000000
98,990,2013-01-02,2013-01-03,11643,1,2013-01-02 12:00:00.0000000
99,864,2013-01-02,2013-01-03,16411,1,2013-01-02 12:00:00.0000000
100,172,2013-01-02,2013-01-03,19525,1,2013-01-02 11:00:00.0000000
101,473,2013-01-02,2013-01-03,10996,1,2013-01-02 12:00:00.0000000
102,122,2013-01-02,2013-01-03,16474,1,2013-01-03 11:00:00.0000000
103,592,2013-01-02,2013-01-03,15832,1,2013-01-02 11:00:00.0000000
104,92,2013-01-02,2013-01-03,12134,1,2013-01-02 12:00:00.0000000
105,86,2013-01-02,2013-01-03,13630,1,2013-01-03 11:00:00.0000000
106,979,2013-01-02,2013-01-03,14902,1,2013-01-02 12:00:00.0000000
107,826,2013-01-02,2013-01-03,15212,1,2013-01-02 12:00:00.0000000
108,943,2013-01-02,2013-01-03,19609,1,2013-01-02 11:00:00.0000000
109,140,2013-01-02,2013-01-03,19809,1,2013-01-02 12:00:00.0000000
110,68,2013-01-02,2013-01-03,13551,1,2013-01-02 12:00:00.0000000
111,28,2013-01-02,2013-01-03,12805,1,2013-01-02 11:00:00.0000000
112,939,2013-01-02,2013-01-03,18797,1,2013-01-02 12:00:00.0000000
113,127,2013-01-02,2013-01-03,11553,1,2013-01-02 11:00:00.0000000
114,844,2013-01-02,2013-01-03,11156,1,2013-01-02 12:00:00.0000000
115,551,2013-01-02,2013-01-03,18583,1,2013-01-02 12:00:00.0000000
116,122,2013-01-02,2013-01-03,19122,1,2013-01-02 11:00:00.0000000
117,866,2013-01-02,2013-01-03,11615,1,2013-01-02 11:00:00.0000000
118,812,2013-01-02,2013-01-03,12262,1,2013-01-02 12:00:00.0000000
119,828,2013-01-02,2013-01-03,10310,1,2013-01-02 11:00:00.0000000
120,34,2013-01-02,2013-01-03,19254,1,2013-01-02 12:00:00.0000000
121,841,2013-01-02,2013-01-03,13954,1,2013-01-02 11:00:00.0000000
122,841,2013-01-02,2013-01-03,13960,1,2013-01-02 11:00:00.0000000
123,92,2013-01-02,2013-01-03,14630,1,2013-01-02 12:00:00.0000000
124,44,2013-01-02,2013-01-03,18585,1,2013-01-02 12:00:00.0000000
125,408,2013-01-02,2013-01-03,18834,1,2013-01-02 11:00:00.0000000
126,913,2013-01-02,2013-01-03,18451,1,2013-01-02 12:00:00.0000000
127,181,2013-01-02,2013-01-03,19842,1,2013-01-02 11:00:00.0000000
128,443,2013-01-02,2013-01-03,18893,1,2013-01-02 11:00:00.0000000
129,889,2013-01-02,2013-01-03,13004,1,2013-01-02 11:00:00.0000000
130,49,2013-01-02,2013-01-03,19890,1,2013-01-02 12:00:00.0000000
131,543,2013-01-02,2013-01-03,17591,1,2013-01-03 11:00:00.0000000
132,456,2013-01-02,2013-01-03,14618,1,2013-01-03 11:00:00.0000000
133,128,2013-01-02,2013-01-03,14853,1,2013-01-03 11:00:00.0000000
134,586,2013-01-02,2013-01-03,14474,1,2013-01-03 11:00:00.0000000
135,857,2013-01-02,2013-01-03,19321,1,2013-01-03 11:00:00.0000000
136,453,2013-01-02,2013-01-03,10210,1,2013-01-03 11:00:00.0000000
137,990,2013-01-02,2013-01-03,11643,1,2013-01-03 11:00:00.0000000
138,864,2013-01-02,2013-01-03,16411,1,2013-01-03 11:00:00.0000000
139,473,2013-01-02,2013-01-03,10996,1,2013-01-03 11:00:00.0000000
140,92,2013-01-02,2013-01-03,12134,1,2013-01-03 11:00:00.0000000
141,979,2013-01-02,2013-01-03,14902,1,2013-01-03 11:00:00.0000000
142,826,2013-01-02,2013-01-03,15212,1,2013-01-03 11:00:00.0000000
143,140,2013-01-02,2013-01-03,19809,1,2013-01-03 11:00:00.0000000
144,68,2013-01-02,2013-01-03,13551,1,2013-01-03 11:00:00.0000000
145,939,2013-01-02,2013-01-03,18797,1,2013-01-03 11:00:00.0000000
146,844,2013-01-02,2013-01-03,11156,1,2013-01-03 11:00:00.0000000
147,551,2013-01-02,2013-01-03,18583,1,2013-01-03 11:00:00.0000000
148,812,2013-01-02,2013-01-03,12262,1,2013-01-03 11:00:00.0000000
149,34,2013-01-02,2013-01-03,19254,1,2013-01-03 11:00:00.0000000
150,92,2013-01-02,2013-01-03,14630,1,2013-01-03 11:00:00.0000000
151,44,2013-01-02,2013-01-03,18585,1,2013-01-03 11:00:00.0000000
152,913,2013-01-02,2013-01-03,18451,1,2013-01-03 11:00:00.0000000
153,49,2013-01-02,2013-01-03,19890,1,2013-01-03 11:00:00.0000000
154,84,2013-01-03,2013-01-04,12941,1,2013-01-03 11:00:00.0000000
155,427,2013-01-03,2013-01-04,13508,1,2013-01-03 11:00:00.0000000
156,911,2013-01-03,2013-01-04,15403,1,2013-01-03 12:00:00.0000000
157,484,2013-01-03,2013-01-04,19391,1,2013-01-03 11:00:00.0000000
158,914,2013-01-03,2013-01-04,17938,1,2013-01-03 12:00:00.0000000
159,569,2013-01-03,2013-01-04,19140,1,2013-01-03 11:00:00.0000000
160,547,2013-01-03,2013-01-04,16362,1,2013-01-03 12:00:00.0000000
161,430,2013-01-03,2013-01-04,18795,1,2013-01-03 11:00:00.0000000
162,563,2013-01-03,2013-01-04,16388,1,2013-01-03 12:00:00.0000000
163,893,2013-01-03,2013-01-04,18492,1,2013-01-03 12:00:00.0000000
164,407,2013-01-03,2013-01-04,15272,1,2013-01-03 12:00:00.0000000
165,160,2013-01-03,2013-01-04,14938,1,2013-01-03 12:00:00.0000000
166,823,2013-01-03,2013-01-04,13868,1,2013-01-03 11:00:00.0000000
167,585,2013-01-03,2013-01-04,18901,1,2013-01-03 11:00:00.0000000
168,845,2013-01-03,2013-01-04,15236,1,2013-01-03 12:00:00.0000000
169,898,2013-01-03,2013-01-04,19782,1,2013-01-03 12:00:00.0000000
170,36,2013-01-03,2013-01-04,11134,1,2013-01-03 11:00:00.0000000
171,524,2013-01-03,2013-01-04,10182,1,2013-01-03 12:00:00.0000000
172,494,2013-01-03,2013-01-04,18651,1,2013-01-03 11:00:00.0000000
173,921,2013-01-03,2013-01-04,14169,1,2013-01-03 11:00:00.0000000
174,820,2013-01-03,2013-01-04,18514,1,2013-01-03 11:00:00.0000000
175,199,2013-01-03,2013-01-04,18108,1,2013-01-03 11:00:00.0000000
176,511,2013-01-03,2013-01-04,17328,1,2013-01-03 12:00:00.0000000
177,61,2013-01-03,2013-01-04,13949,1,2013-01-03 12:00:00.0000000
178,919,2013-01-03,2013-01-04,12727,1,2013-01-03 11:00:00.0000000
179,56,2013-01-03,2013-01-04,17486,1,2013-01-03 11:00:00.0000000
180,968,2013-01-03,2013-01-04,13783,1,2013-01-03 11:00:00.0000000
181,447,2013-01-03,2013-01-04,15165,1,2013-01-03 12:00:00.0000000
182,875,2013-01-03,2013-01-04,17627,1,2013-01-03 12:00:00.0000000
183,153,2013-01-03,2013-01-04,13215,1,2013-01-03 12:00:00.0000000
184,489,2013-01-03,2013-01-04,18992,1,2013-01-03 11:00:00.0000000
185,450,2013-01-03,2013-01-04,10815,1,2013-01-03 11:00:00.0000000
186,833,2013-01-03,2013-01-04,17466,1,2013-01-03 11:00:00.0000000
187,972,2013-01-03,2013-01-04,12153,1,2013-01-03 12:00:00.0000000
188,131,2013-01-03,2013-01-04,16275,1,2013-01-03 12:00:00.0000000
189,989,2013-01-03,2013-01-04,10695,1,2013-01-03 11:00:00.0000000
190,421,2013-01-03,2013-01-04,14744,1,2013-01-03 12:00:00.0000000
191,896,2013-01-03,2013-01-04,12253,1,2013-01-03 12:00:00.0000000
192,878,2013-01-03,2013-01-04,13328,1,2013-01-03 11:00:00.0000000
193,125,2013-01-03,2013-01-04,18450,1,2013-01-03 11:00:00.0000000
194,82,2013-01-03,2013-01-04,12232,1,2013-01-03 11:00:00.0000000
195,554,2013-01-03,2013-01-04,19473,1,2013-01-03 11:00:00.0000000
196,27,2013-01-03,2013-01-04,14441,1,2013-01-03 11:00:00.0000000
197,14,2013-01-03,2013-01-04,19357,1,2013-01-03 11:00:00.0000000
198,464,2013-01-03,2013-01-04,19208,1,2013-01-03 11:00:00.0000000
199,30,2013-01-03,2013-01-04,14194,1,2013-01-03 12:00:00.0000000
200,456,2013-01-03,2013-01-04,14468,1,2013-01-03 12:00:00.0000000
201,983,2013-01-03,2013-01-04,16930,1,2013-01-03 11:00:00.0000000
202,521,2013-01-03,2013-01-04,14270,1,2013-01-03 11:00:00.0000000
203,930,2013-01-03,2013-01-04,13096,1,2013-01-03 12:00:00.0000000
204,442,2013-01-03,2013-01-04,19458,1,2013-01-03 12:00:00.0000000
205,523,2013-01-03,2013-01-04,13731,1,2013-01-03 11:00:00.0000000
206,484,2013-01-03,2013-01-04,14609,1,2013-01-03 12:00:00.0000000
207,488,2013-01-03,2013-01-04,17253,1,2013-01-03 11:00:00.0000000
208,555,2013-01-03,2013-01-04,13190,1,2013-01-03 11:00:00.0000000
209,886,2013-01-03,2013-01-04,16905,1,2013-01-03 11:00:00.0000000
210,947,2013-01-03,2013-01-04,17206,1,2013-01-03 12:00:00.0000000
211,911,2013-01-03,2013-01-04,15403,1,2013-01-04 11:00:00.0000000
212,914,2013-01-03,2013-01-04,17938,1,2013-01-04 11:00:00.0000000
213,547,2013-01-03,2013-01-04,16362,1,2013-01-04 11:00:00.0000000
214,563,2013-01-03,2013-01-04,16388,1,2013-01-04 11:00:00.0000000
215,893,2013-01-03,2013-01-04,18492,1,2013-01-04 11:00:00.0000000
216,407,2013-01-03,2013-01-04,15272,1,2013-01-04 11:00:00.0000000
217,160,2013-01-03,2013-01-04,14938,1,2013-01-04 11:00:00.0000000
218,845,2013-01-03,2013-01-04,15236,1,2013-01-04 11:00:00.0000000
219,898,2013-01-03,2013-01-04,19782,1,2013-01-04 11:00:00.0000000
220,524,2013-01-03,2013-01-04,10182,1,2013-01-04 11:00:00.0000000
221,511,2013-01-03,2013-01-04,17328,1,2013-01-04 11:00:00.0000000
222,61,2013-01-03,2013-01-04,13949,1,2013-01-04 11:00:00.0000000
223,447,2013-01-03,2013-01-04,15165,1,2013-01-04 11:00:00.0000000
224,875,2013-01-03,2013-01-04,17627,1,2013-01-04 11:00:00.0000000
225,153,2013-01-03,2013-01-04,13215,1,2013-01-04 11:00:00.0000000
226,972,2013-01-03,2013-01-04,12153,1,2013-01-04 11:00:00.0000000
227,131,2013-01-03,2013-01-04,16275,1,2013-01-04 11:00:00.0000000
228,421,2013-01-03,2013-01-04,14744,1,2013-01-04 11:00:00.0000000
229,896,2013-01-03,2013-01-04,12253,1,2013-01-04 11:00:00.0000000
230,30,2013-01-03,2013-01-04,14194,1,2013-01-04 11:00:00.0000000
231,456,2013-01-03,2013-01-04,14468,1,2013-01-04 11:00:00.0000000
232,930,2013-01-03,2013-01-04,13096,1,2013-01-04 11:00:00.0000000
233,442,2013-01-03,2013-01-04,19458,1,2013-01-04 11:00:00.0000000
234,484,2013-01-03,2013-01-04,14609,1,2013-01-04 11:00:00.0000000
235,947,2013-01-03,2013-01-04,17206,1,2013-01-04 12:00:00.0000000
236,130,2013-01-04,2013-01-07,10944,1,2013-01-04 11:00:00.0000000
237,425,2013-01-04,2013-01-07,12886,1,2013-01-04 11:00:00.0000000
238,196,2013-01-04,2013-01-07,10492,1,2013-01-04 12:00:00.0000000
239,576,2013-01-04,2013-01-07,15748,1,2013-01-04 12:00:00.0000000
240,180,2013-01-04,2013-01-07,19226,1,2013-01-04 11:00:00.0000000
241,100,2013-01-04,2013-01-07,17977,1,2013-01-04 12:00:00.0000000
242,501,2013-01-04,2013-01-07,15698,1,2013-01-04 11:00:00.0000000
243,548,2013-01-04,2013-01-07,13596,1,2013-01-04 11:00:00.0000000
244,89,2013-01-04,2013-01-07,13995,1,2013-01-04 11:00:00.0000000
245,854,2013-01-04,2013-01-07,19653,1,2013-01-04 11:00:00.0000000
246,949,2013-01-04,2013-01-07,12549,1,2013-01-04 12:00:00.0000000
247,860,2013-01-04,2013-01-07,10826,1,2013-01-04 11:00:00.0000000
248,547,2013-01-04,2013-01-07,11572,1,2013-01-04 11:00:00.0000000
249,121,2013-01-04,2013-01-07,19289,1,2013-01-04 11:00:00.0000000
250,126,2013-01-04,2013-01-07,16309,1,2013-01-04 11:00:00.0000000
251,46,2013-01-04,2013-01-07,19217,1,2013-01-04 11:00:00.0000000
252,523,2013-01-04,2013-01-07,10028,1,2013-01-04 11:00:00.0000000
253,467,2013-01-04,2013-01-07,14133,1,2013-01-04 11:00:00.0000000
254,188,2013-01-04,2013-01-07,15229,1,2013-01-04 11:00:00.0000000
255,863,2013-01-04,2013-01-07,16884,1,2013-01-04 11:00:00.0000000
256,506,2013-01-04,2013-01-07,12449,1,2013-01-04 11:00:00.0000000
257,93,2013-01-04,2013-01-07,12579,1,2013-01-04 11:00:00.0000000
258,598,2013-01-04,2013-01-07,19705,1,2013-01-04 11:00:00.0000000
259,62,2013-01-04,2013-01-07,10495,1,2013-01-04 12:00:00.0000000
260,38,2013-01-04,2013-01-07,18233,1,2013-01-04 12:00:00.0000000
261,823,2013-01-04,2013-01-07,15059,1,2013-01-04 11:00:00.0000000
262,987,2013-01-04,2013-01-07,16468,1,2013-01-04 11:00:00.0000000
263,579,2013-01-04,2013-01-07,14445,1,2013-01-04 11:00:00.0000000
264,983,2013-01-04,2013-01-07,12365,1,2013-01-04 11:00:00.0000000
265,932,2013-01-04,2013-01-07,13636,1,2013-01-04 11:00:00.0000000
266,883,2013-01-04,2013-01-07,15138,1,2013-01-04 11:00:00.0000000
267,456,2013-01-04,2013-01-07,12324,1,2013-01-04 11:00:00.0000000
268,438,2013-01-04,2013-01-07,14156,1,2013-01-04 12:00:00.0000000
269,877,2013-01-04,2013-01-07,19492,1,2013-01-04 12:00:00.0000000
270,947,2013-01-03,2013-01-04,17206,1,2013-01-08 11:00:00.0000000
271,196,2013-01-04,2013-01-07,10492,1,2013-01-07 11:00:00.0000000
272,576,2013-01-04,2013-01-07,15748,1,2013-01-07 11:00:00.0000000
273,100,2013-01-04,2013-01-07,17977,1,2013-01-07 11:00:00.0000000
274,949,2013-01-04,2013-01-07,12549,1,2013-01-07 11:00:00.0000000
275,62,2013-01-04,2013-01-07,10495,1,2013-01-07 11:00:00.0000000
276,38,2013-01-04,2013-01-07,18233,1,2013-01-07 11:00:00.0000000
277,438,2013-01-04,2013-01-07,14156,1,2013-01-07 11:00:00.0000000
278,877,2013-01-04,2013-01-07,19492,1,2013-01-07 11:00:00.0000000
279,984,2013-01-05,2013-01-07,14218,1,2013-01-05 12:00:00.0000000
280,102,2013-01-05,2013-01-07,18020,1,2013-01-05 11:00:00.0000000
281,824,2013-01-05,2013-01-07,14957,1,2013-01-05 11:00:00.0000000
282,534,2013-01-05,2013-01-07,16829,1,2013-01-05 11:00:00.0000000
283,897,2013-01-05,2013-01-07,10954,1,2013-01-05 11:00:00.0000000
284,580,2013-01-05,2013-01-07,10325,1,2013-01-05 12:00:00.0000000
285,547,2013-01-05,2013-01-07,19114,1,2013-01-05 12:00:00.0000000
286,483,2013-01-05,2013-01-07,17464,1,2013-01-05 11:00:00.0000000
287,80,2013-01-05,2013-01-07,19736,1,2013-01-05 11:00:00.0000000
288,2,2013-01-05,2013-01-07,18246,1,2013-01-05 11:00:00.0000000
289,75,2013-01-05,2013-01-07,19601,1,2013-01-05 11:00:00.0000000
290,415,2013-01-05,2013-01-07,15598,1,2013-01-05 11:00:00.0000000
291,976,2013-01-05,2013-01-07,18883,1,2013-01-05 11:00:00.0000000
292,135,2013-01-05,2013-01-07,18224,1,2013-01-05 11:00:00.0000000
293,473,2013-01-05,2013-01-07,14654,1,2013-01-05 11:00:00.0000000
294,6,2013-01-05,2013-01-07,15464,1,2013-01-05 11:00:00.0000000
295,967,2013-01-05,2013-01-07,17617,1,2013-01-05 11:00:00.0000000
296,856,2013-01-05,2013-01-07,13341,1,2013-01-05 11:00:00.0000000
297,172,2013-01-05,2013-01-07,17511,1,2013-01-05 12:00:00.0000000
298,823,2013-01-05,2013-01-07,10853,1,2013-01-05 12:00:00.0000000
299,122,2013-01-05,2013-01-07,10743,1,2013-01-05 11:00:00.0000000
300,100,2013-01-05,2013-01-07,19327,1,2013-01-05 11:00:00.0000000
301,504,2013-01-05,2013-01-07,16642,1,2013-01-05 12:00:00.0000000
302,64,2013-01-05,2013-01-07,10358,1,2013-01-05 11:00:00.0000000
303,873,2013-01-05,2013-01-07,11471,1,2013-01-05 11:00:00.0000000
304,116,2013-01-05,2013-01-07,10768,1,2013-01-05 11:00:00.0000000
305,140,2013-01-05,2013-01-07,12452,1,2013-01-05 11:00:00.0000000
306,563,2013-01-05,2013-01-07,18447,1,2013-01-05 11:00:00.0000000
307,143,2013-01-05,2013-01-07,14771,1,2013-01-05 12:00:00.0000000
308,521,2013-01-05,2013-01-07,17133,1,2013-01-05 11:00:00.0000000
309,422,2013-01-05,2013-01-07,13668,1,2013-01-05 11:00:00.0000000
310,948,2013-01-05,2013-01-07,19927,1,2013-01-05 11:00:00.0000000
311,473,2013-01-05,2013-01-07,19258,1,2013-01-05 12:00:00.0000000
312,944,2013-01-05,2013-01-07,19997,1,2013-01-05 11:00:00.0000000
313,109,2013-01-05,2013-01-07,17099,1,2013-01-05 11:00:00.0000000
314,107,2013-01-05,2013-01-07,18351,1,2013-01-05 11:00:00.0000000
315,42,2013-01-05,2013-01-07,10207,1,2013-01-05 11:00:00.0000000
316,586,2013-01-05,2013-01-07,17111,1,2013-01-05 12:00:00.0000000
317,549,2013-01-05,2013-01-07,12102,1,2013-01-05 12:00:00.0000000
318,469,2013-01-05,2013-01-07,17811,1,2013-01-05 11:00:00.0000000
319,984,2013-01-05,2013-01-07,14218,1,2013-01-07 11:00:00.0000000
320,580,2013-01-05,2013-01-07,10325,1,2013-01-07 11:00:00.0000000
321,547,2013-01-05,2013-01-07,19114,1,2013-01-07 11:00:00.0000000
322,172,2013-01-05,2013-01-07,17511,1,2013-01-07 11:00:00.0000000
323,823,2013-01-05,2013-01-07,10853,1,2013-01-07 11:00:00.0000000
324,504,2013-01-05,2013-01-07,16642,1,2013-01-07 11:00:00.0000000
325,143,2013-01-05,2013-01-07,14771,1,2013-01-07 11:00:00.0000000
326,473,2013-01-05,2013-01-07,19258,1,2013-01-07 11:00:00.0000000
327,586,2013-01-05,2013-01-07,17111,1,2013-01-07 11:00:00.0000000
328,549,2013-01-05,2013-01-07,12102,1,2013-01-07 11:00:00.0000000
329,853,2013-01-07,2013-01-08,16996,1,2013-01-07 11:00:00.0000000
330,110,2013-01-07,2013-01-08,10956,1,2013-01-07 11:00:00.0000000
331,592,2013-01-07,2013-01-08,10322,1,2013-01-07 11:00:00.0000000
332,453,2013-01-07,2013-01-08,18554,1,2013-01-07 11:00:00.0000000
333,435,2013-01-07,2013-01-08,19779,1,2013-01-07 11:00:00.0000000
334,125,2013-01-07,2013-01-08,12672,1,2013-01-07 12:00:00.0000000
335,418,2013-01-07,2013-01-08,19117,1,2013-01-07 11:00:00.0000000
336,577,2013-01-07,2013-01-08,14014,1,2013-01-07 11:00:00.0000000
337,421,2013-01-07,2013-01-08,18369,1,2013-01-07 11:00:00.0000000
338,124,2013-01-07,2013-01-08,13692,1,2013-01-07 11:00:00.0000000
339,991,2013-01-07,2013-01-08,12189,1,2013-01-07 11:00:00.0000000
340,44,2013-01-07,2013-01-08,17679,1,2013-01-07 11:00:00.0000000
341,979,2013-01-07,2013-01-08,10125,1,2013-01-07 11:00:00.0000000
342,124,2013-01-07,2013-01-08,15932,1,2013-01-07 11:00:00.0000000
343,475,2013-01-07,2013-01-08,13930,1,2013-01-07 12:00:00.0000000
344,82,2013-01-07,2013-01-08,10489,1,2013-01-07 11:00:00.0000000
345,178,2013-01-07,2013-01-08,19891,1,2013-01-07 11:00:00.0000000
346,137,2013-01-07,2013-01-08,15543,1,2013-01-07 11:00:00.0000000
